ilkid	gp	minutes	pts	reb	asts	turnover	fga	fgm
KurzRo01  	40	442	157	81	20	16	131	51
KUTLUIB01 	5	12	0	1	0	2	1	0
LACEFRE01 	8	48	24	11	0	3	22	11
LACEYSA01 	1002	31873	10303	9687	3754	978	9693	4276
LACKEBO01 	71	1200	413	164	137	121	362	156
LACOUFR01 	144	2400	940	474	269	0	904	381
LACYED01  	46	609	234	180	30	63	219	98
LADNEWE01 	300	7883	3474	2481	621	444	3884	1498
LAETTCH01 	868	25761	11121	5806	2224	1932	8405	4036
LAFRERA01 	563	14541	5690	3423	606	511	4781	2227
LAGARTO01 	312	6194	2376	1593	456	534	1882	870
LAIMBBI01 	1068	33956	13790	10400	2184	1594	11198	5574
LALICPE01 	1	0	0	0	0	0	1	0
LAMARBO01 	202	6871	3976	647	886	516	3965	1630
LAMARBO01 	71	1165	502	92	177	0	561	228
LAMBEJO01 	446	5564	1688	1493	248	258	1694	725
LAMPEMA01 	64	632	215	142	22	35	231	94
LAMPJE01  	291	3471	1495	437	269	219	1292	607
LAMPLJI01 	1	16	3	5	0	1	3	1
LAMPLSE01 	45	550	203	94	33	28	149	69
LandrCa01 	111	2176	980	555	60	94	637	375
LANDSMA01 	437	7306	2468	2681	236	473	2128	1024
LANEJE01  	218	3215	1154	1258	322	261	1126	497
LANGAN01  	737	15345	4433	3519	424	697	3786	1781
LANGAN02  	143	1395	329	210	50	88	266	121
LANGDTR01 	119	1736	647	159	152	98	529	220
LangfKe01 	2	10	2	2	0	0	4	1
LANGHDA01 	133	1254	393	199	39	35	440	172
LangJa01  	11	55	11	11	2	2	9	4
LANIEBO01 	959	32103	19248	9698	3007	1112	15092	7761
LANTZST01 	547	15267	6782	1820	1566	0	5674	2469
LARESYO01 	59	703	302	77	94	0	327	122
LARUERU01 	98	1564	486	126	152	94	497	187
LARUSRU01 	736	24487	11507	6936	1556	0	9521	4102
LASKOJO01 	118	2132	832	282	99	0	902	359
LasmeSt01 	16	303	83	53	3	15	71	32
LATTIDA01 	151	2913	1398	905	122	140	1086	554
LATTIDA01 	112	1244	506	427	62	0	468	187
LAUDEPR01 	74	525	255	143	33	83	216	102
LAURERI01 	10	57	24	10	3	4	31	10
LAURIHA01 	9	57	13	15	8	0	12	3
LAUTEWA01 	55	0	238	0	73	0	332	100
LAVELTO01 	86	0	591	59	63	0	529	194
LAVOYBO01 	264	5433	2156	1634	391	0	2139	821
LawAc01   	111	1425	397	115	199	85	376	147
LAWREED01 	3	19	12	4	1	1	8	5
LAWSOJA01 	17	80	26	27	5	2	15	9
LAYTODE01 	264	4429	1826	353	699	59	1708	765
LAYTOMO01 	3	65	19	4	7	7	17	8
LEAKSEM01 	311	9232	4188	3077	351	170	3703	1685
LEAKSEM01 	135	3375	1114	921	120	0	1165	456
LEARHA01  	3	14	4	1	1	0	6	2
LEAVEAL01 	700	16248	6684	1164	3339	1324	5666	2549
LEBOJE01  	4	32	6	4	3	1	7	2
LECKNER01 	449	5448	1835	1418	211	386	1403	713
LEEBU01   	96	1834	773	137	307	164	658	296
LEECL01   	742	19885	5733	7626	788	0	5223	2256
LeeCo01   	77	1938	646	178	91	69	540	243
LEEDA01   	58	769	374	187	20	44	285	126
LEEDA02   	287	8037	3135	2579	416	390	2198	1240
LEEDEED01 	121	0	949	118	225	0	877	293
LEEDI01   	2	2	0	1	0	0	0	0
LEEDO01   	73	415	168	42	32	20	148	61
LEEGE01   	297	5158	2229	1235	258	0	1955	740
LEEGR01   	5	35	6	2	11	0	4	2
LEEGR01   	5	63	18	3	13	6	15	8
LEEKE01   	182	2907	1114	861	178	216	1012	456
LEEKU01   	48	265	66	30	34	20	71	19
LEERO01   	448	9586	3285	1219	1688	783	3117	1296
LEERO02   	2	10	2	1	2	0	2	1
LEERU01   	97	582	282	114	65	0	297	116
LEFKOHA01 	24	0	51	0	4	0	114	22
LEGLETI01 	310	5253	2182	481	402	194	1706	762
LEHMAGE02 	310	9077	4245	566	1557	450	3624	1531
LEHMAGE02 	66	635	213	53	120	0	239	85
LENARVO01 	565	15352	6745	1609	1180	748	5892	2444
LENTZLA01 	148	3633	1179	919	120	149	1179	478
LEONABO01 	426	11632	4204	1217	1427	0	4510	1574
LEONAGA01 	31	149	44	34	2	9	37	17
LESJI01   	321	4222	1210	396	930	295	938	372
LESTERO01 	250	4959	1816	473	1003	474	1449	679
LETTCL01  	11	127	38	7	8	10	37	16
LEVANAN01 	103	68	463	9	204	0	635	197
LEVERLA01 	752	23814	10433	4523	4696	1471	9504	4244
LEVINCL01 	830	16962	5888	4307	752	829	4524	2333
LEWISBO01 	255	4303	1481	533	555	0	1482	564
LEWISCE01 	3	4	4	2	0	0	3	2
LEWISFR01 	686	24038	11660	2661	2883	1368	9613	4161
LEWISFR01 	64	886	373	91	96	0	352	141
LEWISFR02 	95	0	799	0	132	0	1018	318
LEWISGR01 	139	0	750	0	132	0	1082	273
LEWISMA01 	25	239	89	35	7	15	74	35
LEWISMI01 	337	10118	4081	4022	1000	403	3239	1613
LEWISQU01 	159	1853	567	210	96	98	584	232
LEWISRA01 	777	26865	13128	4485	1452	1282	10386	4756
LEWISRA02 	99	672	229	118	29	45	215	89
LEWISRE01 	450	14676	7902	1938	1153	708	6550	3198
LIBERMA01 	267	4568	1942	925	244	264	1877	783
LICHTTO01 	237	4240	1870	505	325	254	1595	733
LIEBOBA01 	82	2168	894	170	301	224	873	320
LIGONBI01 	38	272	126	26	25	0	143	55
LIGONGO01 	434	14560	5560	4720	910	552	4232	2063
LINGEST01 	10	67	10	16	5	6	7	5
LISTEAL01 	953	18965	6298	5996	914	1450	4907	2514
LITTLGE01 	450	11310	4066	1475	1336	413	3373	1606
LITTLSA01 	3	11	5	1	2	0	4	2
LIVINRA01 	203	2683	773	282	415	223	749	304
LIVINRO01 	117	0	732	297	217	0	932	267
LIVINSH01 	157	4180	1148	484	718	303	1073	477
LLAMAHO01 	28	143	58	36	5	20	49	23
LLOYDBO01 	125	2353	1127	220	229	169	890	362
LLOYDCH01 	14	118	66	25	6	0	51	23
LLOYDEA01 	560	14477	4682	3609	810	0	4955	1766
LLOYDLE01 	388	9406	5130	1192	1138	820	4144	2172
LLOYDSC01 	372	5638	1694	1114	356	304	1521	647
LOCHMBO01 	62	802	232	162	47	0	245	79
LOCHMRI01 	170	2205	731	466	143	90	730	296
LOCKHDA01 	2	14	4	3	0	2	2	2
LOCKHIA01 	1	2	4	0	0	0	1	1
LOCKRO01  	20	110	30	32	4	13	32	9
LODERKE01 	148	2094	875	338	174	143	791	365
LOFGRDO01 	209	3422	1265	817	216	0	1324	436
LOGANHE01 	108	2410	1258	376	244	188	963	449
LOGANJO01 	257	0	3196	134	783	0	3609	1125
LOHAUBR01 	656	10378	3854	1869	714	555	3506	1542
LONGAR01  	98	1220	345	319	48	85	323	148
LONGGR01  	1003	28514	9518	6154	1716	1628	7440	3472
LONGJO01  	893	22680	12131	2492	1738	1555	10929	5108
LONGLLU01 	567	12006	4090	2794	836	942	3647	1685
LONGPA01  	9	82	35	9	12	15	40	9
LONGPA01  	71	436	274	57	54	0	233	108
LONGWI01  	213	5033	2418	1269	209	389	2144	902
LopezBr01 	82	2504	1068	665	86	147	844	448
LOPEZFE01 	249	4147	1448	604	252	254	1274	550
LOPEZRA01 	113	2135	733	194	428	221	652	280
LopezRo01 	60	609	189	118	8	28	137	71
LORTHRY01 	37	672	272	71	101	57	223	106
LOSCUJI01 	511	9431	3156	2848	353	0	3868	1333
LOTTPL01  	67	638	147	123	43	0	214	63
LOUGHKE01 	755	22308	11575	2254	2803	0	10829	4477
LOVEBO01  	789	25120	13895	4653	1123	0	12688	5447
LoveKe01  	81	2049	899	734	84	118	688	316
LOVELCL01 	704	19075	11947	6663	1097	0	10795	4784
LOVEST01  	239	3515	1579	929	181	6	1474	649
LOWERCH01 	20	134	45	19	14	0	38	17
LOWESI01  	193	3422	562	335	749	191	540	198
LowryKy01 	169	3944	1429	470	604	256	1061	458
LUCASAL01 	2	0	2	0	2	0	3	1
LUCASJE01 	829	32131	14053	12942	2732	0	11441	5709
LUCASJO01 	928	25556	9951	2151	6454	1803	8696	3905
LUCASJO02 	60	486	184	41	45	22	192	76
LUCASMA01 	855	24787	12339	7520	1987	1810	10297	4870
LUCASMA01 	166	5325	2518	1786	511	506	2283	1058
LUCKETE01 	87	597	196	166	35	0	188	69
LUETY01   	554	12564	4710	943	1727	659	4039	1765
LUISIJI01 	31	367	89	25	35	0	95	31
LUJACAL01 	5	0	4	0	0	0	8	1
LUMPKPH01 	82	1162	272	82	225	0	255	108
LUMPPRA01 	300	2739	2462	391	654	0	2444	895
LYNAMRB01 	7	39	17	5	0	5	17	5
LYNCHGE01 	774	17674	5109	3901	1121	890	4677	2086
LYNCHKE01 	95	1143	310	120	108	68	282	123
LYNNLO01  	52	779	260	258	43	0	275	112
LYNNMI01  	49	428	126	68	31	0	140	46
MACALMI01 	30	112	48	25	3	0	44	19
MACAUED01 	641	18071	11234	4325	2079	0	8589	3742
MACCUTO01 	223	3437	1369	888	121	154	1049	568
MACGIRO01 	6	57	8	9	11	0	12	2
MACIJAR01 	19	135	44	10	5	8	41	14
MACKEMA01 	22	69	32	24	1	2	37	14
MACKLRU01 	160	2752	1030	464	121	207	874	392
MACKNJO01 	117	0	823	110	134	0	898	285
MACKOL01  	128	2513	916	319	230	109	864	396
MACKSA01  	259	5027	2011	533	336	220	1781	713
MACLEDO01 	319	6680	3490	1210	404	398	2902	1320
MACONMA01 	251	5018	1685	467	428	323	1806	694
MACYKY01  	551	14246	5259	1214	2198	712	4339	2175
MADDOJA01 	1	0	0	0	1	0	0	0
MADDOTI01 	9	35	11	7	5	3	12	3
MADKIGE01 	48	422	80	26	65	29	71	26
MADSEMA01 	453	5329	975	1157	181	206	834	381
MAGERNO01 	24	0	124	47	22	0	142	40
MAGGECO01 	640	18738	10431	3258	1382	1503	7075	3189
MAGLEDA01 	14	56	12	10	2	2	16	4
MAGLOJA01 	592	13739	4764	4111	376	955	3551	1705
MAHAFRA01 	321	9589	3815	2554	507	467	3315	1476
MahinIa01 	6	22	21	5	1	2	12	6
MAHNKJO01 	414	1352	2388	533	539	0	3557	966
MAHONBR01 	19	181	58	14	12	17	57	17
MAHONFR01 	8	45	12	9	2	0	12	4
MAHORRI01 	1117	25779	7763	6957	1082	1456	6286	3098
MAJERDA01 	955	30209	10925	4265	2755	1116	9171	3950
MajorRe01 	1	27	5	2	0	1	10	2
MALAMLI01 	44	0	258	0	61	0	290	97
MALONJE01 	905	29660	17231	2364	2154	1538	14674	7099
MALONKA01 	1476	54852	36928	14967	5248	4524	26210	13528
MALONMA01 	295	7470	2177	500	852	381	1920	783
MALONMO01 	1329	45071	27409	16212	1796	3804	19225	9435
MALONMO01 	126	4373	2171	1622	140	460	1525	842
MALOVST01 	39	445	80	86	26	23	67	31
MALOYMI01 	71	861	442	268	48	13	396	168
MANAKTE01 	5	45	12	3	2	0	10	4
MANDIJO01 	81	0	335	0	88	0	377	119
MANGIFR01 	6	0	5	0	0	0	13	2
MANNIDA01 	883	24205	12367	4615	2063	1853	9835	5026
MANNIED01 	280	4013	1418	1264	200	0	1427	603
MANNIED01 	324	6221	2123	1453	294	326	1965	915
MANNIGU01 	73	1274	604	353	39	65	597	233
MANNIPA01 	216	2125	660	259	231	132	623	257
MANNIRI01 	55	512	182	94	10	24	195	81
MANTINI01 	42	755	236	91	92	0	283	104
MARAVPE01 	51	0	234	0	6	0	375	102
MARAVPE02 	658	24316	15948	2747	3563	530	14025	6187
MARBLRO01 	29	194	55	32	12	17	70	18
MARBUST01 	846	31899	16297	2516	6471	2547	13324	5769
MARCISA01 	363	8123	4631	819	807	715	3109	1571
MARIASA01 	43	0	333	0	60	0	463	125
MARINJA01 	849	24590	12541	4405	1813	0	10890	5068
MARIOSH01 	744	28023	13254	7384	1511	1192	11133	5357
MarkoDa01 	30	171	51	31	6	15	52	19
MARKSSE01 	187	1991	583	438	44	103	526	236
MARLAHA01 	61	746	225	86	94	0	233	87
MARSHDO01 	958	25028	10716	6350	1305	1293	9411	4096
MARSHDO02 	119	919	293	121	36	45	271	87
MARSHER01 	60	851	269	75	90	50	289	123
MARSHJI01 	39	375	119	84	30	0	117	39
MARSHRA01 	62	605	170	60	23	34	149	56
MARSHTO01 	168	2587	952	492	188	0	913	354
MARSHVE01 	13	174	17	37	4	0	29	7
MARTIBI01 	84	860	397	136	58	74	374	168
MARTIBO01 	54	549	113	119	18	29	93	41
MARTIBR01 	8	21	6	4	0	2	7	3
MartiCa01 	33	266	86	33	13	9	77	28
MARTICU01 	7	32	9	3	3	2	12	3
MARTIDA01 	515	9167	3525	588	1472	631	3108	1186
MARTIDO01 	137	0	410	0	36	0	624	176
MARTIDO02 	92	0	834	0	73	0	1215	357
MARTIFE01 	24	146	22	28	9	20	31	9
MARTIJE01 	143	2685	956	290	109	96	921	384
MARTIKE01 	548	17810	7741	3887	1140	1091	6591	3182
MARTIKE02 	307	9345	5222	1116	559	517	3454	1570
MARTILA01 	271	3795	1430	1258	203	0	1422	591
MARTIMO01 	69	422	204	65	49	43	196	74
MARTIPH01 	7	47	12	10	6	0	19	5
MARTIRO01 	66	1018	227	158	115	0	292	95
MARTISL01 	745	21889	7337	2302	3160	0	7224	2632
MASHBJA01 	611	22761	11644	3271	2414	1585	10222	4277
MASINAL01 	99	1954	478	205	182	0	462	160
MASONAN01 	882	30603	9656	7279	2963	1549	7033	3583
MASONDE01 	638	19577	7754	2850	1047	1028	6523	2926
MASONRO01 	267	5131	1984	470	380	213	1730	717
MASSETO01 	683	12286	4239	2965	266	685	3485	1638
MASTED01  	112	881	283	265	51	0	296	114
MATHIJO01 	51	656	173	194	28	42	186	69
MATTHWE01 	465	9305	3654	626	1955	963	3059	1463
MAUGHAR01 	259	0	2046	141	311	0	2659	744
MAXEYMA01 	98	1146	479	363	22	78	336	182
MAXIEJA01 	252	4270	1497	971	87	182	1081	578
MAXWECE01 	835	23769	10465	5261	1862	1841	6293	3433
MAXWEVE01 	855	24309	10912	2200	2912	1663	9878	3932
MAYBELE01 	496	10337	2546	642	1767	591	2287	950
MAYDO01   	379	6619	3339	1309	389	0	2981	1351
MAYESCL01 	74	1000	297	279	40	0	267	119
MAYESTH01 	24	255	99	16	35	31	99	30
MAYFIBI01 	7	54	17	9	1	3	18	8
MAYFIKE01 	13	64	37	8	4	0	46	17
MayoOJ01  	82	3116	1516	308	262	226	1283	562
MAYSC01   	355	8029	3690	1450	610	429	3100	1432
MAYSE01   	82	1537	698	411	98	115	597	273
MAYSTR01  	115	2964	1273	233	326	213	1047	429
MAZZAMA01 	26	0	98	0	29	0	110	33
MbahLu01  	82	2113	594	487	87	100	491	227
MBENGDJ01 	144	882	250	178	27	51	231	109
MCADOBO01 	852	28327	18787	8048	1951	1223	14751	7420
MCBRIKE01 	12	249	117	31	14	0	147	48
MCCANBO01 	178	2385	739	468	104	134	618	296
MCCANBR01 	41	331	74	50	65	0	113	23
MCCANME01 	13	65	22	6	2	1	26	8
MCCANRA01 	249	5044	2479	507	331	361	2144	923
MCCARAN01 	103	1182	392	95	172	24	394	170
MCCARHO01 	19	0	21	0	2	0	82	10
MCCARJO01 	316	8828	2450	1145	1184	0	2714	958
MCCARKE01 	2	4	4	3	0	2	3	2
MCCARMI01 	68	0	658	0	62	0	853	239
MCCARWA01 	593	10372	3056	1554	670	518	2786	1092
MCCARWI01 	155	2842	1090	248	304	0	1198	482
MCCASAM01 	114	969	204	213	36	52	215	81
MCCLADW01 	45	461	157	30	67	40	180	69
MCCLATE01 	178	3487	1058	410	541	144	963	430
MCCLATE01 	377	9196	3611	1217	1368	901	3152	1419
MCCLIDA01 	6	58	18	17	1	3	18	9
MCCLOGE01 	766	17428	6925	2342	1769	1070	6140	2469
MCCLOJA01 	1	16	6	3	1	0	9	3
MCCONJO01 	11	106	14	20	8	0	29	4
MCCONPA01 	14	297	68	34	41	0	71	27
MCCORKE01 	2	9	4	2	1	2	4	2
MCCORTI01 	483	10390	4030	2366	491	619	2893	1547
MCCOYJE01 	260	3824	1200	921	135	245	947	510
McCraCh01 	5	12	0	0	0	2	3	0
MCCRAPA01 	37	437	160	73	33	0	140	63
MCCRARO01 	768	24876	9014	5087	2750	1419	6997	3516
MCCRASC01 	77	892	224	190	74	68	196	83
MCCULJO01 	8	23	21	4	3	3	13	9
MCDANCL01 	12	71	30	10	7	2	23	8
MCDANJI01 	70	2407	1665	896	106	167	1399	710
MCDANJI01 	201	2835	1033	852	182	87	1060	436
MCDANXA01 	870	25201	13606	5312	1775	1887	11685	5673
MCDONBE01 	176	3692	1061	568	236	149	989	463
MCDONGL01 	146	1493	609	215	99	0	672	269
MCDONMI01 	1	4	0	1	0	2	0	0
MCDONRO01 	87	579	282	197	40	37	248	111
MCDOWHA01 	206	1857	600	464	98	131	508	229
MCDYEAN01 	865	25053	11391	6788	1133	1469	9389	4672
MCELRJI01 	418	10178	4120	820	1462	610	3494	1636
McFarIv01 	11	40	15	11	1	1	13	5
MCFARPA01 	148	1977	947	298	219	178	903	414
MCGAHME01 	51	0	176	0	51	0	195	62
McGeeJa01 	75	1143	489	294	23	61	387	191
MCGEEMI01 	520	9271	4968	1112	629	630	4286	2087
MCGILBI01 	158	2507	1613	611	168	0	1355	658
MCGILBI01 	137	2590	1481	675	162	149	1114	612
MCGINGE01 	528	16194	9090	5177	1985	1291	7566	3386
MCGINGE01 	314	11985	7919	4056	1104	1472	6374	2995
MCGLOJO01 	792	20930	9169	1928	2280	0	8174	4001
MCGRATR01 	784	27467	17289	4777	3699	1830	14433	6290
MCGREGI01 	42	532	171	148	18	0	182	66
MCGRIEL01 	56	864	338	258	10	53	260	124
MCGUIAL01 	191	2966	757	418	363	0	663	251
MCGUIAL02 	2	10	4	2	1	0	4	2
MCGUIDI01 	738	17170	5921	2784	4205	0	5259	2048
McGuiDo01 	149	2772	449	568	239	132	427	179
MCHALKE01 	971	30118	17335	7122	1670	1893	12334	6830
MCHARMA01 	189	5315	2351	599	641	510	2175	875
MCILVJI01 	401	5927	1072	1243	105	231	949	423
MCINNJE01 	576	15927	5396	1169	2514	788	5081	2189
MCINTBO01 	28	545	199	121	16	27	219	82
MCINTKE01 	177	3700	934	696	173	0	1111	401
MCKEEJE01 	1	3	0	0	0	0	1	0
MCKENFO01 	6	42	17	7	1	3	28	7
MCKENKE01 	243	3460	1320	317	342	204	1204	498
MCKENST01 	396	7479	3579	1117	611	0	2885	1281
MCKEYDE01 	937	27233	10266	4387	2254	1713	8048	3908
MCKIEAA01 	793	19153	5871	2587	2126	1059	5177	2265
MCKINBI01 	476	9189	3823	677	1661	637	3154	1554
MCKINCA01 	9	113	22	13	7	7	41	10
MCKINHO01 	318	1083	2994	373	503	0	3844	1145
MCLEMMC01 	580	12221	5130	3161	733	0	4943	1947
MCLEOGE01 	10	85	12	21	4	0	16	2
MCLEOKE01 	200	3719	1105	268	536	250	1018	363
MCLEORO01 	113	2130	817	308	124	140	827	338
MCMAHJA01 	524	14228	4237	1390	1939	0	4790	1615
MCMILJI01 	631	20227	8736	3319	1557	120	7557	3644
MCMILNA01 	796	20462	4733	3222	4893	1486	4136	1833
MCMILSH01 	263	4977	2397	1571	232	0	2259	981
MCMILTO01 	729	14770	5914	2913	788	693	5014	2420
MCMULMA01 	109	0	527	128	120	0	657	201
MCNABCH01 	2	0	0	0	0	0	1	0
MCNAMJO01 	118	695	289	238	58	0	389	116
MCNAMMA01 	278	2707	980	827	77	223	707	362
MCNEACH01 	108	1864	466	494	110	116	397	181
MCNEIBO01 	125	1828	575	179	327	0	563	222
MCNEILA01 	297	5094	2533	1440	225	71	1963	915
MCNULCA01 	1	14	2	0	0	0	6	1
MCPHEPA01 	55	595	262	79	38	47	216	109
MCPIPRO01 	5	44	21	5	1	10	24	8
MCQUECO01 	3	7	6	8	0	0	3	3
MCREYTH01 	5	28	3	6	1	0	12	1
McRobJo01 	41	306	92	84	18	14	93	41
MCWILER01 	44	245	86	60	5	0	98	34
MEARNGE01 	81	0	443	0	45	0	593	151
MEDVEST01 	263	3344	1390	744	136	159	1311	590
MEEDA01   	40	293	76	36	18	18	93	29
MEELYCL01 	318	6329	2658	1703	398	0	2687	1121
MEENTSC01 	39	201	72	40	15	15	72	26
MEHENDI01 	193	2294	2069	505	550	0	2182	832
MEINEDO01 	343	6782	2338	1626	433	0	2154	790
MEINHCA01 	98	0	516	0	63	0	662	209
MELCHBI01 	144	1450	640	202	203	0	689	284
MELCHBI01 	502	15337	6230	1082	3044	785	5313	2469
MELCHGA01 	137	2780	1074	329	298	0	978	434
MELVIED01 	57	0	281	0	37	0	376	99
MEMINDE01 	416	8554	2552	1086	1046	0	2112	1004
MENCECH01 	141	2821	983	347	333	0	1063	363
MENGEJO01 	636	12788	6218	1221	1329	280	5047	2418
MENKEKE01 	6	0	15	0	7	0	17	6
MensaPo01 	34	354	140	134	6	28	120	50
MENYADE01 	71	1756	643	551	84	99	692	256
MERCERO01 	432	13418	5892	1298	921	683	5803	2490
MERIWJO01 	669	14807	5439	3764	603	737	4244	2170
MERIWPO01 	31	268	119	29	43	0	122	48
MESCHTO01 	778	23459	9904	6698	1331	0	8793	3877
MEYERBI01 	7	45	22	5	1	2	22	10
MEYERDA01 	281	7471	3149	1771	652	395	2623	1208
MEYERLO01 	140	2044	645	480	77	133	602	260
MIASEST01 	365	3758	3851	999	518	0	4166	1375
MICHELA01 	96	897	330	256	49	57	247	140
MIHALZI01 	7	0	6	0	0	0	9	3
MIHMCH01  	436	8758	3262	2302	226	535	2731	1253
MIKANED01 	323	2779	2163	1093	296	0	2493	799
MIKANGE01 	439	8350	10156	4167	1245	0	8783	3544
MIKANLA01 	53	536	158	139	41	0	186	62
MIKKEVE01 	699	18443	10063	5940	1515	0	8812	3547
MIKSIAL01 	8	0	27	0	4	0	21	5
MILESAA01 	19	120	16	14	24	11	18	6
MILESCJ01 	194	2918	1137	327	201	132	996	440
MILESDA01 	446	11738	4507	2190	840	892	3973	1877
MILESED01 	605	15681	8120	1860	1225	0	7505	3301
MILICDA01 	336	5793	1860	1361	237	353	1690	767
MILICMA01 	44	216	108	30	14	27	84	47
MILITNA01 	57	0	244	0	42	0	343	90
MILLEAN01 	181	1637	510	488	66	90	386	197
MILLEAN02 	815	28459	11896	3433	6020	2199	9541	4388
MILLEBI01 	28	0	53	0	20	0	72	21
MILLEBO01 	2	8	4	5	1	0	3	2
MILLEBR01 	711	21436	8588	5559	2147	1194	6270	3055
MILLEDI01 	8	53	8	7	5	8	9	4
MILLEED01 	142	3675	1452	1206	210	0	1381	517
MILLEHA01 	53	0	152	0	42	0	260	58
MILLEJA01 	109	1193	629	198	46	71	538	228
MILLEJA01 	8	52	20	7	1	0	31	8
MILLELA01 	486	14941	6595	2434	1155	663	5670	2450
MILLEMI01 	638	20586	8862	3182	2024	1210	7029	3246
MILLEOL01 	493	11338	3625	2893	1061	921	2874	1536
MILLERE01 	1389	47622	25279	4182	4141	2409	17499	8241
MILLEWA01 	12	0	23	0	6	0	21	7
MILLSCH01 	568	17279	6357	2808	1063	725	5541	2391
MILLSJO01 	47	0	181	0	9	0	187	55
MillsPa01 	239	5446	2243	1532	281	308	1645	860
MILLSTE01 	678	16422	7175	3680	891	851	6227	2847
MINERHA01 	200	3748	1801	432	245	278	1504	692
MINGYA01  	481	15722	9196	4468	764	1304	6408	3362
MINNIDI01 	222	3801	1187	367	845	358	1050	493
MINORDA01 	116	3168	877	527	288	0	942	339
MINORGR01 	277	5144	1902	741	382	225	1662	794
MINORMA01 	4	20	5	4	2	0	4	1
MISAKWA01 	3	0	7	0	0	0	13	3
MISKIJA01 	1	3	0	0	1	0	1	0
MITCHLE01 	78	1091	321	182	73	108	350	122
MITCHMI01 	759	24537	15016	4246	1010	1300	12912	6371
MITCHMU01 	2	0	2	0	2	0	3	1
MITCHSA01 	994	22256	8636	3711	1089	838	7206	3220
MITCHTO01 	24	353	123	50	21	33	97	43
MIXST01   	1	4	2	1	0	0	1	1
MIXST01   	714	15966	7176	3319	1245	563	5434	2725
MLKVYBI01 	31	608	181	101	62	0	246	75
MOBLECU01 	747	27609	11964	2902	2015	1520	9978	4319
MOBLEER01 	113	1570	440	351	57	103	333	180
MOEDO01   	378	12081	6161	2560	1197	492	5377	2301
MOFFELA01 	20	110	16	21	7	8	17	5
MOGUSLE01 	231	0	1975	102	319	0	1944	646
MOHAMNA01 	638	11527	4337	3455	261	699	3640	1764
MOISOJE01 	145	1393	386	395	38	104	323	158
MOKESPA01 	694	9739	2764	2342	500	585	2437	1099
MOLINJA01 	29	993	350	209	47	0	278	108
MOLISWA01 	46	535	235	170	39	26	225	96
MOLISWA01 	13	75	45	22	2	0	51	19
MONCRSI01 	767	23150	11931	3575	2793	1551	8198	4117
MONEYER01 	426	10827	5211	894	1623	712	4536	2239
MONIASE01 	26	344	77	52	19	12	87	29
MONROEA01 	926	29636	17454	2796	3594	305	14898	6906
MONRORO01 	38	313	131	33	27	23	144	53
MONTGHO01 	20	364	144	69	21	0	153	65
MONTRER01 	465	8481	2071	2159	207	405	1819	891
MOONEJI01 	18	529	135	70	35	0	148	54
MoonJa01  	158	4236	1238	849	185	94	1049	501
MOOREAN01 	10	50	24	14	6	4	27	9
MOOREGE01 	465	11780	5594	4360	648	623	5003	2334
MOOREJA01 	134	1178	365	338	67	0	350	137
MOOREJO01 	520	13430	4890	1547	3866	1163	4343	1998
MOORELA01 	12	78	27	16	1	7	33	8
MOORELO01 	112	2118	752	227	316	159	706	312
MOOREMI01 	534	9732	3118	2104	368	509	2194	1206
MOOREOT01 	682	16893	5616	5575	1060	0	5152	2336
MOORERI01 	18	211	69	19	8	24	71	24
MOORERO01 	14	59	24	8	1	4	29	9
MOORETR01 	119	1729	833	183	121	98	738	298
MORELJA01 	348	6250	2684	1779	432	0	2521	1042
MORELJA01 	234	7367	3046	1638	505	295	2925	1244
MORGAGU01 	8	46	15	17	7	2	24	7
MORGARE01 	62	416	172	91	39	0	152	57
MORGEEL01 	31	0	57	0	10	0	52	19
MORNIDA01 	23	367	96	81	15	19	82	39
MorriAd01 	130	3043	1126	310	204	162	1167	435
MORRICH01 	747	18748	8184	3544	1182	1171	7136	3144
MORRIDW01 	155	2216	555	822	135	0	550	218
MORRIIS01 	25	102	55	12	4	8	57	26
MORRIJO01 	9	76	27	9	7	9	34	10
MORRIMA01 	62	0	781	0	194	0	694	252
MORRIMI01 	36	153	72	20	11	23	68	23
MorriRa01 	46	312	78	66	5	18	81	29
MORRITE01 	139	1934	472	377	93	81	514	209
MorroAn01 	67	1520	676	199	80	52	534	255
MORTODW01 	41	395	167	58	18	27	129	50
MORTOJO01 	128	1879	609	161	342	186	528	204
MORTORI01 	2	11	6	0	1	1	4	3
MOSLEGL01 	32	242	98	69	21	25	88	36
MOSSPE01  	136	1710	536	210	168	136	499	207
MOTENLA01 	119	1814	747	181	182	126	701	286
MOTTOHA01 	155	2358	715	442	75	137	661	292
MOUNTRI01 	283	6386	3330	475	676	350	2996	1298
MOURNAL01 	838	25971	14309	7138	946	2208	9701	5116
MRAZOCH01 	23	0	76	33	12	0	73	24
MUELLER01 	442	9746	3285	2097	879	22	3066	1309
MUELLER01 	3	20	2	3	2	3	4	0
MULLAJO01 	37	0	30	0	52	0	70	9
MULLEBO01 	54	0	314	0	54	0	445	125
MULLICH01 	986	32162	17911	4034	3450	2315	13243	6740
MULLIJE01 	802	24574	13017	3427	3023	0	11631	5383
MUNDTTO01 	33	151	37	28	3	3	41	16
MUNKCH01  	11	29	13	14	1	5	7	3
MUNROGE01 	80	0	485	0	20	0	714	191
MURDOER01 	508	11882	5118	1261	2467	991	4310	1889
MURESGH01 	307	6730	3020	1958	150	446	2206	1265
